Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Montgomery County,North Carolina,Low Incidence,37,123,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0
Moore County,North Carolina,Low Incidence,37,125,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,2,2,2,3
Nash County,North Carolina,Low Incidence,37,127,0,1,4,1,0,0,3,0,1,2,2,0,1,0,0,1,3,2,6,0,0,0,1
New Hanover County,North Carolina,Low Incidence,37,129,3,5,8,1,0,0,0,1,0,4,3,0,3,2,1,5,2,3,0,1,0,4,2
Northampton County,North Carolina,Low Incidence,37,131,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0
Onslow County,North Carolina,Low Incidence,37,133,1,28,7,4,7,1,10,0,3,4,1,3,2,2,3,6,3,5,5,2,8,2,1
Orange County,North Carolina,Low Incidence,37,135,0,3,3,5,2,2,2,1,9,10,8,5,1,0,9,2,6,4,0,5,9,2,5
Pamlico County,North Carolina,Low Incidence,37,137,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0
Pasquotank County,North Carolina,Low Incidence,37,139,0,3,0,0,0,0,0,0,2,2,1,1,2,3,0,1,0,0,1,2,0,0,0
Pender County,North Carolina,Low Incidence,37,141,0,0,2,1,0,1,0,0,0,2,1,1,2,1,2,2,0,1,0,4,3,2,1
Perquimans County,North Carolina,Low Incidence,37,143,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,1
Person County,North Carolina,Low Incidence,37,145,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,2,1,2,1,0
Pitt County,North Carolina,Low Incidence,37,147,0,1,1,0,0,0,0,2,2,3,1,2,0,6,1,3,9,2,3,2,2,0,0
Polk County,North Carolina,Low Incidence,37,149,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Randolph County,North Carolina,Low Incidence,37,151,0,2,1,1,1,0,0,1,0,0,1,2,7,6,11,5,6,1,4,0,0,0,0
Richmond County,North Carolina,Low Incidence,37,153,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Robeson County,North Carolina,Low Incidence,37,155,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0
Rockingham County,North Carolina,Low Incidence,37,157,0,0,0,0,1,1,0,0,0,0,1,0,2,3,7,9,6,2,5,4,3,3,1
Rowan County,North Carolina,Low Incidence,37,159,0,0,2,0,0,0,0,3,0,0,0,1,2,0,2,4,6,3,1,2,1,1,3
Rutherford County,North Carolina,Low Incidence,37,161,2,0,2,0,0,1,2,0,3,0,0,2,0,1,0,1,1,1,0,0,0,0,0
Sampson County,North Carolina,Low Incidence,37,163,0,1,0,0,0,0,0,0,3,1,3,0,2,4,3,3,4,2,1,1,0,0,0
Scotland County,North Carolina,Low Incidence,37,165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0
Stanly County,North Carolina,Low Incidence,37,167,0,0,1,0,0,0,1,0,0,2,0,3,4,4,1,1,4,0,1,1,1,0,0
Stokes County,North Carolina,Low Incidence,37,169,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,3,4,9,2,12,5,2
Surry County,North Carolina,Low Incidence,37,171,0,0,0,0,0,0,0,0,0,0,1,3,1,2,9,7,8,5,12,10,4,4,3
Swain County,North Carolina,Low Incidence,37,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Transylvania County,North Carolina,Low Incidence,37,175,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3
Tyrrell County,North Carolina,Low Incidence,37,177,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Union County,North Carolina,Low Incidence,37,179,1,1,4,3,0,0,2,0,1,1,1,3,9,4,3,9,9,3,3,6,7,5,4
Vance County,North Carolina,Low Incidence,37,181,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,0,1
Wake County,North Carolina,Low Incidence,37,183,12,14,33,23,18,6,7,3,5,17,15,13,24,16,22,27,43,25,36,4,20,25,10
Warren County,North Carolina,Low Incidence,37,185,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Washington County,North Carolina,Low Incidence,37,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Watauga County,North Carolina,Low Incidence,37,189,0,1,2,1,0,0,0,2,0,0,1,1,1,3,2,5,7,7,23,0,31,39,21
Wayne County,North Carolina,Low Incidence,37,191,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,2,0,1
Wilkes County,North Carolina,Low Incidence,37,193,0,1,0,0,0,0,0,0,1,0,2,2,2,7,4,4,7,2,3,8,3,7,1
Wilson County,North Carolina,Low Incidence,37,195,0,0,0,3,0,0,1,1,2,1,1,0,1,0,1,2,0,1,0,1,1,1,0
Yadkin County,North Carolina,Low Incidence,37,197,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,2,0,1,2,0,0
Yancey County,North Carolina,Low Incidence,37,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,37,31,15,15
Adams County,North Dakota,Low Incidence,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Barnes County,North Dakota,Low Incidence,38,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
Benson County,North Dakota,Low Incidence,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0
Billings County,North Dakota,Low Incidence,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau County,North Dakota,Low Incidence,38,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,2,0,0,0
Bowman County,North Dakota,Low Incidence,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burke County,North Dakota,Low Incidence,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burleigh County,North Dakota,Low Incidence,38,15,0,0,0,0,0,0,2,0,0,1,1,0,5,0,2,3,5,4,3,4,3,1,2
Cass County,North Dakota,Low Incidence,38,17,0,1,0,0,2,2,2,7,7,16,9,11,14,5,14,14,18,16,16,21,14,13,6
Cavalier County,North Dakota,Low Incidence,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dickey County,North Dakota,Low Incidence,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Divide County,North Dakota,Low Incidence,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dunn County,North Dakota,Low Incidence,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eddy County,North Dakota,Low Incidence,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmons County,North Dakota,Low Incidence,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Foster County,North Dakota,Low Incidence,38,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley County,North Dakota,Low Incidence,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks County,North Dakota,Low Incidence,38,35,0,0,0,0,0,0,4,2,4,5,8,2,3,3,7,7,10,2,4,0,2,1,2
Grant County,North Dakota,Low Incidence,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griggs County,North Dakota,Low Incidence,38,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hettinger County,North Dakota,Low Incidence,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidder County,North Dakota,Low Incidence,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LaMoure County,North Dakota,Low Incidence,38,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County,North Dakota,Low Incidence,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
McHenry County,North Dakota,Low Incidence,38,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
McIntosh County,North Dakota,Low Incidence,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
McKenzie County,North Dakota,Low Incidence,38,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
McLean County,North Dakota,Low Incidence,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Mercer County,North Dakota,Low Incidence,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morton County,North Dakota,Low Incidence,38,59,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0,0,1,0
Mountrail County,North Dakota,Low Incidence,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson County,North Dakota,Low Incidence,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver County,North Dakota,Low Incidence,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembina County,North Dakota,Low Incidence,38,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,0,0
Pierce County,North Dakota,Low Incidence,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey County,North Dakota,Low Incidence,38,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,1,1,0,0
Ransom County,North Dakota,Low Incidence,38,73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Renville County,North Dakota,Low Incidence,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland County,North Dakota,Low Incidence,38,77,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,1,0,2,0,1,0,2
Rolette County,North Dakota,Low Incidence,38,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Sargent County,North Dakota,Low Incidence,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan County,North Dakota,Low Incidence,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux County,North Dakota,Low Incidence,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Slope County,North Dakota,Low Incidence,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County,North Dakota,Low Incidence,38,89,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
Steele County,North Dakota,Low Incidence,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stutsman County,North Dakota,Low Incidence,38,93,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
Towner County,North Dakota,Low Incidence,38,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Traill County,North Dakota,Low Incidence,38,97,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
Walsh County,North Dakota,Low Incidence,38,99,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,2,0,1,0,0,1,0
Ward County,North Dakota,Low Incidence,38,101,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,2,4,2,2,3,1,0,1
Wells County,North Dakota,Low Incidence,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams County,North Dakota,Low Incidence,38,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0
Adams County,Ohio,Low Incidence,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0
Allen County,Ohio,Low Incidence,39,3,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,1,0,1,2,1
Ashland County,Ohio,Low Incidence,39,5,0,3,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,2,3,2,1,4,11
Ashtabula County,Ohio,Low Incidence,39,7,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1,3,0,1,1,1,1,1,2
Athens County,Ohio,Low Incidence,39,9,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,11
Auglaize County,Ohio,Low Incidence,39,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Belmont County,Ohio,Low Incidence,39,13,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,4,23,21,28,23,46,47,18
Brown County,Ohio,Low Incidence,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
Butler County,Ohio,Low Incidence,39,17,3,1,1,0,1,0,1,1,2,3,0,1,1,0,5,1,3,4,3,2,0,3,2
Carroll County,Ohio,Low Incidence,39,19,0,0,0,0,2,1,0,1,0,2,0,1,0,1,2,0,6,5,15,6,9,11,33
Champaign County,Ohio,Low Incidence,39,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clark County,Ohio,Low Incidence,39,23,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2,0,3,3,1,7
Clermont County,Ohio,Low Incidence,39,25,0,3,1,1,1,0,0,0,0,0,1,1,4,0,1,4,2,1,5,7,8,15,16
Clinton County,Ohio,Low Incidence,39,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbiana County,Ohio,Low Incidence,39,29,1,2,2,1,0,0,1,1,0,0,0,5,0,5,5,6,9,16,12,16,8,28,122
Coshocton County,Ohio,Low Incidence,39,31,0,0,3,0,1,0,0,0,0,1,2,0,0,1,7,3,5,7,18,8,22,15,52
Crawford County,Ohio,Low Incidence,39,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cuyahoga County,Ohio,Low Incidence,39,35,4,8,5,4,3,4,5,8,8,2,3,4,6,12,13,14,19,25,15,15,29,28,28
Darke County,Ohio,Low Incidence,39,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Defiance County,Ohio,Low Incidence,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Delaware County,Ohio,Low Incidence,39,41,3,6,1,1,1,0,1,1,3,2,2,5,4,10,6,1,4,8,5,3,10,5,5
Erie County,Ohio,Low Incidence,39,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,0,7
Fairfield County,Ohio,Low Incidence,39,45,0,0,1,0,0,1,1,0,1,0,1,1,5,2,1,3,12,2,6,9,6,20,37
Fayette County,Ohio,Low Incidence,39,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Franklin County,Ohio,Low Incidence,39,49,2,5,3,9,5,5,2,1,6,5,7,7,16,18,19,16,16,15,16,20,22,34,42
Fulton County,Ohio,Low Incidence,39,51,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gallia County,Ohio,Low Incidence,39,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,2,6,4
Geauga County,Ohio,Low Incidence,39,55,0,1,0,0,0,0,1,1,0,3,1,0,0,1,2,0,2,4,2,1,4,6,9
Greene County,Ohio,Low Incidence,39,57,0,0,0,1,1,1,1,1,1,0,4,2,0,0,2,1,3,1,1,2,0,0,2
Guernsey County,Ohio,Low Incidence,39,59,0,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,7,11,24,16,3,4,43
Hamilton County,Ohio,Low Incidence,39,61,0,3,7,0,7,9,2,6,4,0,5,3,8,5,3,6,13,6,14,4,11,19,19
Hancock County,Ohio,Low Incidence,39,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,2
Hardin County,Ohio,Low Incidence,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Harrison County,Ohio,Low Incidence,39,67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,30,8,21,14,25,8,27
Henry County,Ohio,Low Incidence,39,69,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Highland County,Ohio,Low Incidence,39,71,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
Hocking County,Ohio,Low Incidence,39,73,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,2,4,1,21
Holmes County,Ohio,Low Incidence,39,75,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,8,2,24,11,11,34,45
Huron County,Ohio,Low Incidence,39,77,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,3,0,0,0,2
Jackson County,Ohio,Low Incidence,39,79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,11,13,25
Jefferson County,Ohio,Low Incidence,39,81,0,0,2,0,0,0,0,1,0,0,0,0,3,1,13,20,14,24,32,33,43,10,9
Knox County,Ohio,Low Incidence,39,83,1,1,1,0,0,0,0,0,1,1,0,2,0,0,2,1,0,7,16,15,25,18,59
Lake County,Ohio,Low Incidence,39,85,1,0,3,2,4,1,1,0,0,1,2,0,1,5,6,0,4,3,4,4,3,5,14
Lawrence County,Ohio,Low Incidence,39,87,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,2,2,1,0,1,0,0
Licking County,Ohio,Low Incidence,39,89,2,2,1,1,2,0,0,1,2,2,0,1,3,4,3,5,7,6,25,22,33,9,58
Logan County,Ohio,Low Incidence,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
Lorain County,Ohio,Low Incidence,39,93,0,0,3,2,2,2,1,2,0,1,1,1,0,0,0,0,0,1,2,3,1,0,6
Lucas County,Ohio,Low Incidence,39,95,2,1,4,2,0,1,0,3,0,1,4,1,2,3,2,8,4,4,2,3,2,1,2
Madison County,Ohio,Low Incidence,39,97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,3
Mahoning County,Ohio,Low Incidence,39,99,1,3,2,2,2,3,1,1,4,2,2,4,1,6,5,4,7,2,5,8,10,8,23
Marion County,Ohio,Low Incidence,39,101,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3
Medina County,Ohio,Low Incidence,39,103,0,1,2,0,1,0,0,0,0,0,0,0,1,2,4,4,1,7,5,2,0,6,15
Meigs County,Ohio,Low Incidence,39,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,3
Mercer County,Ohio,Low Incidence,39,107,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Miami County,Ohio,Low Incidence,39,109,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Monroe County,Ohio,Low Incidence,39,111,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,4
Montgomery County,Ohio,Low Incidence,39,113,0,4,0,2,1,0,1,1,2,0,0,0,5,12,8,5,8,5,7,5,9,0,7
Morgan County,Ohio,Low Incidence,39,115,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9
Morrow County,Ohio,Low Incidence,39,117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
Muskingum County,Ohio,Low Incidence,39,119,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,3,2,8,10,20,18,19,95
Noble County,Ohio,Low Incidence,39,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,11,2,3
Ottawa County,Ohio,Low Incidence,39,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0
Paulding County,Ohio,Low Incidence,39,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Perry County,Ohio,Low Incidence,39,127,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0,1,2,1,2,11
Pickaway County,Ohio,Low Incidence,39,129,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,4
Pike County,Ohio,Low Incidence,39,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,1,0
Portage County,Ohio,Low Incidence,39,133,0,2,1,2,1,1,0,1,0,0,0,1,2,4,3,9,4,8,11,6,15,9,9
Preble County,Ohio,Low Incidence,39,135,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Putnam County,Ohio,Low Incidence,39,137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Richland County,Ohio,Low Incidence,39,139,1,5,1,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,1,3,9,13,31
Ross County,Ohio,Low Incidence,39,141,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,4,1,7,17,11
Sandusky County,Ohio,Low Incidence,39,143,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Scioto County,Ohio,Low Incidence,39,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,9,4,1,3,3
Seneca County,Ohio,Low Incidence,39,147,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,3,1,2,0,1
Shelby County,Ohio,Low Incidence,39,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County,Ohio,Low Incidence,39,151,4,2,1,0,1,0,0,1,4,3,3,7,4,0,1,7,11,13,18,9,42,36,89
Summit County,Ohio,Low Incidence,39,153,1,5,3,3,5,4,3,1,3,5,0,2,1,7,3,4,13,10,8,8,30,17,46
Trumbull County,Ohio,Low Incidence,39,155,3,2,1,6,2,1,2,2,2,2,1,0,2,1,3,0,7,6,9,18,17,18,39
Tuscarawas County,Ohio,Low Incidence,39,157,0,1,1,0,2,0,0,1,0,0,0,2,5,1,1,1,6,17,27,36,40,30,78
Union County,Ohio,Low Incidence,39,159,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
Van Wert County,Ohio,Low Incidence,39,161,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Vinton County,Ohio,Low Incidence,39,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
Warren County,Ohio,Low Incidence,39,165,1,3,1,0,1,1,0,0,0,0,0,1,3,1,5,3,1,0,2,2,2,4,4
Washington County,Ohio,Low Incidence,39,167,2,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,22
Wayne County,Ohio,Low Incidence,39,169,1,0,0,0,1,1,0,1,2,1,1,1,1,2,2,1,3,5,3,14,5,3,33
Williams County,Ohio,Low Incidence,39,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood County,Ohio,Low Incidence,39,173,0,0,0,0,1,0,1,2,2,0,2,0,0,1,1,1,1,1,2,1,2,0,1
Wyandot County,Ohio,Low Incidence,39,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adair County,Oklahoma,Low Incidence,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfalfa County,Oklahoma,Low Incidence,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atoka County,Oklahoma,Low Incidence,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver County,Oklahoma,Low Incidence,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beckham County,Oklahoma,Low Incidence,40,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blaine County,Oklahoma,Low Incidence,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan County,Oklahoma,Low Incidence,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caddo County,Oklahoma,Low Incidence,40,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canadian County,Oklahoma,Low Incidence,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter County,Oklahoma,Low Incidence,40,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cherokee County,Oklahoma,Low Incidence,40,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choctaw County,Oklahoma,Low Incidence,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cimarron County,Oklahoma,Low Incidence,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland County,Oklahoma,Low Incidence,40,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coal County,Oklahoma,Low Incidence,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche County,Oklahoma,Low Incidence,40,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cotton County,Oklahoma,Low Incidence,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig County,Oklahoma,Low Incidence,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creek County,Oklahoma,Low Incidence,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County,Oklahoma,Low Incidence,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware County,Oklahoma,Low Incidence,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
